NAME,ADDRESS,DISTRICT,Latitude,Longitude,FACILITY_TYPE
S.K.H. Lee Shiu Keung Primary School,"School No. 1, On Tin Street, Ping Tin Estate, Lam Tin, Kwun Tong, Kowloon",KWUN TONG,22.30683636,114.2371139,Primary School
S.K.H. Tak Tin Lee Shiu Keung Primary School,"No 3 Hing Tin Street, Lam Tin, Kwun Tong, Kowloon",KWUN TONG,22.31089113,114.237038,Primary School
S.K.H. Yautong Kei Hin Primary School,"23 Yau Tong Road, Yau Tong, Kowloon",KWUN TONG,22.30005503,114.2353059,Primary School
Sau Mau Ping Catholic Primary School,"Po Tat Estate, Kwun Tong, Kowloon",KWUN TONG,22.31760993,114.2369341,Primary School
Sau Ming Primary School,"5 Sau Fung Street, Sau Mau Ping, Kwun Tong, Kowloon",KWUN TONG,22.31948073,114.232839,Primary School
St. Antonius Primary School,"1 Yau Tong Road, Kwun Tong, Kowloon",KWUN TONG,22.30161676,114.2368593,Primary School
St. Edward's Catholic Primary School,8 Hing Tin Street Lam Tin Kwun Tong Kln,KWUN TONG,22.31178493,114.2376595,Primary School
St. Matthew's Lutheran School (Sau Mau Ping),"123 Sau Ming Road, Sau Mau Ping Estate, Kwun Tong, Kowloon",KWUN TONG,22.31677132,114.2335173,Primary School
Kwun Tong Government Primary School (Sau Ming Road),"130 Sau Ming Road, Sau Mau Ping, Kwun Tong, Kowloon",KWUN TONG,22.31526305,114.2339729,Primary School
S.K.H. Kei Hin Primary School,"On Shin Road, Upper Ngau Tau Kok Estate, Kowloon",KWUN TONG,22.31802239,114.2173187,Primary School
C.C.C. Kei Faat Primary School,"34 Yuet Wah Street, Kwun Tong, Kowloon",KWUN TONG,22.31244765,114.2275079,Primary School
St. John The Baptist Catholic Primary School,"29 Yee On Street, Kwun Tong, Kowloon",KWUN TONG,22.31532977,114.2229667,Primary School
Kwun Tong Government Primary School,"240 Ngau Tau Kok Road, Kwun Tong, Kowloon",KWUN TONG,22.31645087,114.2181142,Primary School
St. Joseph's Anglo-Chinese Primary School,"57 Kwun Tong Road, Kwun Tong, Kowloon",KWUN TONG,22.33098283,114.2105763,Primary School
L.S.T. Yeung Chung Ming Primary School,"Lok Wah South Estate, Ngau Tau Kok, Kowloon",KWUN TONG,22.32028748,114.2232401,Primary School
Fukien Secondary School Affiliated School,"Yau Tong Estate Phase 2, Kwun Tong, Kowloon",KWUN TONG,22.30018965,114.237606,Primary School
Buddhist Lam Bing Yim Memorial School (SPSD by HKBA),"33 Tai Ha Street, Tsuen Wan, N.T.",KWAI TSING,22.36958312,114.1232685,Primary School
S.K.H. Chu Yan Primary School,"Estate School No. 2, Kwai Shing Estate, Kwai Shing, N.T.",KWAI TSING,22.36111172,114.1210387,Primary School
Cho Yiu Catholic Primary School,"10 King Cho Road, Cho Yiu Chuen, Kwai Chung, N.T.",KWAI TSING,22.34593399,114.1292867,Primary School
S.K.H. Yan Laap Memorial Primary School,"13 Sheung Kok Street, Kwai Chung, N.T.",KWAI TSING,22.37001813,114.1281619,Primary School
Buddhist Lim Kim Tian Memorial Primary School,"Phase 5, Kwai Fong Estate, Kwai Chung, N.T.",KWAI TSING,22.35881147,114.1289717,Primary School
C.N.E.C. Lui Ming Choi Primary School,"Cheung Fat Estate, Tsing Yi, N.T.",KWAI TSING,22.36251267,114.101698,Primary School
Salesian Yip Hon Millennium Primary School,"9 Shek Pai Street, Kwai Chung, N.T.",KWAI TSING,22.36426823,114.1375429,Primary School
Po Leung Kuk Chan Yat Primary School,"Estate Primary School No.2, Cheung Hong Estate, Tsing Yi, N.T.",KWAI TSING,22.35056383,114.0986851,Primary School
S.K.H. Ho Chak Wan Primary School,"Cheung Hang Estate, Tsing Yi, N.T.",KWAI TSING,22.35750773,114.0974677,Primary School
S.K.H. Tsing Yi Chu Yan Primary School,"Cheung Wang Estate, Tsing Yi, N.T.",KWAI TSING,22.35710026,114.0952641,Primary School
Tsing Yi Trade Association Primary School,"12 Ching Hong Road, Cheung Hong Estate, Tsing Yi, N.T.",KWAI TSING,22.349293,114.1040156,Primary School
Delia (Man Kiu) English Primary School,"Estate Primary School No. 2, Cheung On Estate Phase II, Tsing Yi, N.T.",KWAI TSING,22.36060902,114.1056796,Primary School
Shek Lei Catholic Primary School,"11 Shek Pai Street, Kwai Chung, New Territories",KWAI TSING,22.36673456,114.1418725,Primary School
S.K.H. Chu Oi Primary School,"45 Tung Chi Street, Shek Yam, Kwai Chung, N.T.",KWAI TSING,22.37095133,114.1396577,Primary School
Salesian Yip Hon Primary School,"On Yam Estate, Kwai Chung, N.T.",KWAI TSING,22.37236953,114.1414536,Primary School
Shek Lei St. John's Catholic Primary School,"99 Tai Pak Tin Street, Kwai Chung, N.T.",KWAI TSING,22.36923573,114.1405514,Primary School
Asbury Methodist Primary School,"Estate School No. 2, Lai King Estate, Kwai Chung, N.T.",KWAI TSING,22.3457798,114.1270248,Primary School
C.C.C. Chuen Yuen Second Primary School,"3 Sheung Kok Street, Tai Wo Hau, Tsuen Wan, N.T.",KWAI TSING,22.36815721,114.1260945,Primary School
C.N.E.C. Ta Tung School,"Estate School No. 1, Kwai Hing Estate, Kwai Chung, N.T.",KWAI TSING,22.36413857,114.1320661,Primary School
C.C.C. Kei Chun Primary School,"11 Wa Lai Path, Kwai Chung, N.T.",KWAI TSING,22.34235991,114.1367433,Primary School
E.L.C.H.K. Kwai Shing Lutheran Primary School,"Kwai Shing East Estate, Kwai Chung, N.T.",KWAI TSING,22.36275705,114.1264169,Primary School
S.R.B.C.E.P.S.A. Lu Kwong Fai Memorial School,"221 Kwai Shing Circuit, Kwai Chung, N.T.",KWAI TSING,22.36346934,114.1229505,Primary School
S.K.H. Yan Laap Primary School,"399 Kwai Shing Circuit, Kwai Chung, N.T.",KWAI TSING,22.3655577,114.1303869,Primary School
TWGHs Ko Ho Ning Memorial Primary School,"Lai Yiu Estate, Kwai Chung, N.T.",KWAI TSING,22.35318567,114.12976,Primary School
Fr. Cucchiara Memorial School,"Estate School No. 2, Cheung Ching Estate Phase I, Tsing Yi, N.T.",SHAM SHUI PO,22.34819283,114.1075595,Primary School
Po Leung Kuk Castar Primary School,"Tsing Luk Street, Tsing Yi, N.T.",KWAI TSING,22.35493824,114.1065951,Primary School
S.K.H. Tsing Yi Estate Ho Chak Wan Primary School,"3 Tsing Luk Street, Tsing Yi, N.T.",KWAI TSING,22.35562368,114.1045948,Primary School
TWGHs Chow Yin Sum Primary School,"8 Tsing Chin Street, Tsing Yi, N.T.",KWAI TSING,22.34880462,114.1024043,Primary School
TWGHs Wong See Sum Primary School,"Cheung On Estate, Tsing Yi, N.T.",KWAI TSING,22.36164581,114.1018538,Primary School
Tsuen Wan Trade Association Primary School,"Phase 1, Tsing Yi Estate, Tsing Yi, N.T.",KWAI TSING,22.35390702,114.1027025,Primary School
Y.C.H. Chiu Tsang Hok Wan Primary School,"Estate Primary School, Tsing Yi Estate Phase II, Tsing Yi, N.T.",KWAI TSING,22.35684196,114.1027204,Primary School
HHCKLA Buddhist Wisdom Primary School,"6 Ching Shing Road, Sheung Shui, N.T.",NORTH,22.49372522,114.1241052,Primary School
Yuk Yin School,"Jockey Club Road, Sheung Shui, N.T.",NORTH,22.50272175,114.1315075,Primary School
Pentecostal Gin Mao Sheng Primary School,"4 Pik Fung Road, Fanling, N.T.",NORTH,22.49632101,114.1384581,Primary School
S.K.H. Ka Fuk Wing Chun Primary School,"Ka Fuk Estate, Fanling, N.T.",NORTH,22.49338525,114.1349507,Primary School
Fanling Government Primary School,"Cheung Wah Estate, Fanling, N.T.",NORTH,22.49331491,114.1430264,Primary School
Shek Wu Hui Public School,"Tin Ping Estate, Sheung Shui, N.T.",NORTH,22.50435651,114.1324594,Primary School
TWGHs H.K. & KLN. E.A.M.A. Ltd. School,"2 Chi Cheong Road, Sheung Shui, N.T.",NORTH,22.50020249,114.1322955,Primary School
TWGHs Ma Kam Chan Memorial Primary School,"2 Ching Shing Road, Sheung Shui",NORTH,22.49430315,114.124037,Primary School
Fanling Assembly of God Church Primary School,"2 Wo Ming Lane, Fanling, N.T.",NORTH,22.48441076,114.1422415,Primary School
Fung Kai Liu Yun Sum Memorial School,"Wah Ming Estate Phase I, Fanling, N.T.",NORTH,22.48391359,114.1399969,Primary School
Ta Ku Ling Ling Ying Public School,"Chow Tin Village, Ta Ku Ling, North District, N.T.",NORTH,22.53728359,114.1420242,Primary School
Fuk Tak Education Society Primary School,"Shan Tsui Village, Shataukok, N.T.",NORTH,22.54953469,114.2237636,Primary School
HHCKLA Buddhist Chan Shi Wan Primary School,"Choi Yuen Estate, Sheung Shui, N.T.",NORTH,22.49925312,114.1282043,Primary School
Kam Tsin Village Ho Tung School,"Kam Tsin Village, Sheung Shui, N.T.",NORTH,22.50183892,114.1114776,Primary School
S.K.H. Wing Chun Primary School,"No.3 Kat Cheung Crescent, Fanling, N.T.",NORTH,22.49659004,114.1312568,Primary School
Tsang Mui Millennium School,"1 Tsing Shing Road, Sheung Shui, N.T.",NORTH,22.49373462,114.1252325,Primary School
Wai Chow Public School (Sheung Shui),"51 Tin Ping Road, Sheung Shui, N.T.",NORTH,22.50342706,114.1349963,Primary School
F.S.F.T.F. Fong Shu Chuen Primary School,"Wah Ming Estate Phase II, Fanling, N.T.",NORTH,22.48268572,114.1411633,Primary School
Sha Tau Kok Central Primary School,"Sha Tau Kok Hui, Sha Tau Kok, N.T.",NORTH,22.54658188,114.2234029,Primary School
Pentecostal Yu Leung Fat Primary School,"16 Fai Ming Road, Fanling, N.T.",NORTH,22.48179113,114.1386467,Primary School
Fung Kai No.1 Primary School,"15 & 19 Jockey Club Road, Sheung Shui, N.T.",NORTH,22.5106854,114.1276074,Primary School
Fung Kai Innovative School,"19A Jockey Club Road, Sheung Shui, N.T.",NORTH,22.51091133,114.1281516,Primary School
Lee Chi Tat Memorial School,"30 Tin Ping Road, Shek Wu Hui, Sheung Shui, N.T.",NORTH,22.50714652,114.1311075,Primary School
Tung Koon School,"Jockey Club Road, Sheung Shui, N.T.",NORTH,22.50282094,114.1310215,Primary School
"Alliance Primary School, Sheung Shui","2 Wo Muk Road, Luen Wo Hui, Fanling, N.T.",NORTH,22.50095455,114.1426747,Primary School
Fanling Public School,"Fanling Village, Fanling, N.T.",NORTH,22.49660976,114.1375348,Primary School
HHCKLA Buddhist Ching Kok Lin Association School,"12 Yat Ming Road, Fanling, N.T.",NORTH,22.48719209,114.1420562,Primary School
Pui Ling School of The Precious Blood,"13 On Lok Mun Street, On Lok Tsuen, Fanling, N.T.",NORTH,22.49747813,114.1440264,Primary School
Assembly of God Leung Sing Tak Primary School,"2 Man Kuk Lane, Tseung Kwan O, N.T.",SAI KUNG,22.31399405,114.2647197,Primary School
Po Leung Kuk Luk Hing Too Primary School,"Po Lam Estate, Tseung Kwan O, N.T.",SAI KUNG,22.32647095,114.2535748,Primary School
Pok Oi Hospital Chan Kwok Wai Primary School,"Sheung Tak Estate, Tseung Kwan O, N.T.",SAI KUNG,22.31306735,114.2580999,Primary School
Y.C.H. Chan Iu Seng Primary School,"Yuk Ming Court, Tseung Kwan O, N.T.",SAI KUNG,22.31537415,114.267574,Primary School
Y.O.T. Tin Ka Ping Primary School,"3 Tong Chun Street, Tseung Kwan O, N.T.",SAI KUNG,22.30995928,114.2611262,Primary School
Lok Sin Tong Lau Tak Primary School,"Po Lam Estate, Tseung Kwan O, N.T.",SAI KUNG,22.3267342,114.2563655,Primary School
Christian & Missionary Alliance Sun Kei Primary School,"Sheung Tak Estate, Tseung Kwan O, N.T.",SAI KUNG,22.31266114,114.2577697,Primary School
Hong Kong And Macau Lutheran Church Ming Tao Primary School,"7 Choi Ming Street, Choi Ming Court, Tseung Kwan O, N.T.",SAI KUNG,22.30764216,114.2535742,Primary School
King Lam Catholic Primary School,"King Lam Estate, Tseung Kwan O, N.T.",SAI KUNG,22.32038103,114.2602492,Primary School
P.L.K. Wong Wing Shu Primary School,"2 Tong Yin Street, Tseung Kwan O, N.T.",SAI KUNG,22.30938336,114.2570982,Primary School
S.K.H. Tseung Kwan O Kei Tak Primary School,"82 Po Hong Road, Tseung Kwan O, N.T.",SAI KUNG,22.3236362,114.2517485,Primary School
P.L.K. Fung Ching Memorial Primary School,"2 Pui Shing Road, Tseung Kwan O, N.T.",SAI KUNG,22.31514153,114.263614,Primary School
St. Andrew's Catholic Primary School,"30 Chui Ling Road, Tseung Kwan O, N.T.",SAI KUNG,22.30428498,114.2487684,Primary School
S.T.F.A. Leung Kit Wah Primary School,"2 Mau Tai Road, Tseung Kwan O, N.T.",SAI KUNG,22.32345341,114.25632,Primary School
Sai Kung Central Lee Siu Yam Memorial School,"18 Wai Man Road, Sai Kung, N.T.",SAI KUNG,22.3844798,114.2763776,Primary School
G.T. (Ellen Yeung) College,"10, Ling Kwong Street, Tseung Kwan O, N.T.",SAI KUNG,22.30519644,114.2501664,Primary School
Tseung Kwan O Catholic Primary School,"6 Tong Yin Street, Tseung Kwan O, N.T.",SAI KUNG,22.30843495,114.2575052,Primary School
The HKCCC Union Logos Academy,"5 Ling Kwong Street, Tseung Kwan O, N.T.",SAI KUNG,22.30727297,114.2512836,Primary School
Chi Lin Buddhist Primary School,"1 Tong Chun Street, Tseung Kwan O, N.T.",SAI KUNG,22.31043799,114.2609421,Primary School
Sai Kung Sung Tsun Catholic School (Primary Section),"Blocks F & G Ancillary Block, Po Tung Road, Sai Kung, N.T.",SAI KUNG,22.38283077,114.270424,Primary School
Tseung Kwan O Government Primary School,"Hau Tak Estate, Tseung Kwan O, N.T.",SAI KUNG,22.31823552,114.2634052,Primary School
Tseung Kwan O Methodist Primary School,"15 Tong Chun Street, Tseung Kwan O, N.T.",SAI KUNG,22.30529911,114.2618416,Primary School
Evangel College,"No. 7 Chi Shin Street, Tseung Kwan O, N.T.",SAI KUNG,22.30410682,114.2623261,Primary School
HHCKLA Buddhist Wong Cho Sum School,"King Lam Estate, Tseung Kwan O, N.T.",SAI KUNG,22.31999262,114.2604334,Primary School
TWGHs Wong Yee Jar Jat Memorial Primary School,"8 Hok Lam Lane, Tseung Kwan O, N.T.",SAI KUNG,22.31932487,114.2594333,Primary School
Hong Kong and Macau Lutheran Church Primary School,"4 Chap Fuk Road, Tseung Kwan O, N.T.",SAI KUNG,22.3197907,114.2665189,Primary School
St. Peter's Catholic Primary School,"Phase 2 Lei Tung Estate, Ap Lei Chau, Hong Kong",SOUTHERN,22.24231331,114.1565515,Primary School
Aplichau Kaifong Primary School,"9 Lei Tung Road, Lei Tung Estate, Ap Lei Chau, Hong Kong",SOUTHERN,22.24048879,114.1540878,Primary School
Precious Blood Primary School (South Horizons),"355 Ap Lei Chau Bridge Road, Ap Lei Chau, Hong Kong",SOUTHERN,22.24392864,114.1487033,Primary School
S.K.H. Chi Fu Chi Nam Primary School,"3 Chi Fu Close, Chi Fu Fa Yuen, Hong Kong",SOUTHERN,22.25686756,114.1387565,Primary School
St. Paul's Co-educational College Primary School,"11 Nam Fung Path, Wong Chuk Hang, Hong Kong",SOUTHERN,22.25239281,114.1773885,Primary School
Hong Kong Southern District Government Primary School,"325 Apleichau Bridge Road, Apleichau, Hong Kong",SOUTHERN,22.2434774,114.1504495,Primary School
Precious Blood Primary School (Wah Fu Estate),"27 Waterfall Bay Road, Wah Fu Estate, Hong Kong",SOUTHERN,22.25236018,114.1344019,Primary School
S.K.H. Tin Wan Chi Nam Primary School,"5 Tin Wan New Street, Aberdeen, HK",SOUTHERN,22.25183991,114.1511174,Primary School
TWGHs Hok Shan School,"5 Wah Lam Path, Wah Fu Estate, Pokfulam, H.K.",SOUTHERN,22.25265008,114.1380592,Primary School
St. Stephen's College Preparatory School,"30-32 Wong Ma Kok Road, Stanley, Hong Kong",SOUTHERN,22.21239123,114.2157463,Primary School
Aberdeen St. Peter's Catholic Primary School,"Shek Pai Wan Estate, Hong Kong",SOUTHERN,22.25073005,114.1577726,Primary School
Pui Tak Canossian Primary School,"180 Aberdeen Main Road, Aberdeen, Hong Kong",SOUTHERN,22.24919459,114.1557841,Primary School
St. Francis of Assisi's English Primary School,"58 Shek Kip Mei Street, Sham Shui Po, Kowloon",SHAM SHUI PO,22.33068801,114.1665367,Primary School
Sham Shui Po Government Primary School,"101 Sham Mong Road, Sham Shui Po, Kowloon",SHAM SHUI PO,22.33323233,114.1476468,Primary School
Cheung Sha Wan Catholic Primary School,"7 Tonkin Street, Cheung Sha Wan, Kowloon",SHAM SHUI PO,22.33397953,114.1558694,Primary School
S.K.H. St. Clement's Primary School,"5 Fortune Street, Cheung Sha Wan, Kowloon",SHAM SHUI PO,22.33483171,114.1536745,Primary School
Shamshuipo Kaifong Welfare Association Primary School,"88 Yu Chau Street, Shamshuipo, Kowloon",SHAM SHUI PO,22.3274396,114.1649945,Primary School
Fuk Wing Street Government Primary School,"231 Fuk Wing Street, Shamshuipo, Kowloon",SHAM SHUI PO,22.33405581,114.1594406,Primary School
"Alliance Primary School, Tai Hang Tung","13 & 23 Tong Yam Street, Tai Hang Tung, Kowloon",SHAM SHUI PO,22.33111715,114.1701427,Primary School
The ELCHK Faith Lutheran School,"8 Pui Tak Street, Shek Kip Mei & 221 Nam Cheong Street, Shek Kip Mei, Kowloon",SHAM SHUI PO,22.33361394,114.1668859,Primary School
HK Sze Yap C&IA San Wui Commercial Society School,"21 Tong Yam Street, Tai Hang Tung, Kowloon",SHAM SHUI PO,22.33078753,114.1701476,Primary School
Maryknoll Fathers' School (Primary Section),"11 Hoi Lai Street, Sham Shui Po, Kowloon",SHAM SHUI PO,22.3314349,114.1458029,Primary School
St. Francis of Assisi's Caritas School,"7 Wai Chi Street, Shek Kip Mei, Sham Shui Po, Kowloon",SHAM SHUI PO,22.33289154,114.1677693,Primary School
Good Counsel Catholic Primary School,"9 Kwong Lee Road, Shamshuipo, Kowloon",SHAM SHUI PO,22.34038627,114.1597116,Primary School
Hoi Ping Chamber of Commerce Primary School,"700 Laichikok Road, Kowloon",SHAM SHUI PO,22.33435306,114.1534611,Primary School
Ka Ling School of The Precious Blood,"280 Hai Tan Street, Shamshuipo, Kowloon",SHAM SHUI PO,22.3301633,114.1566553,Primary School
Laichikok Catholic Primary School,"6 Hing Wah Street West, Sham Shui Po, Kowloon",SHAM SHUI PO,22.33330484,114.1491611,Primary School
Li Cheng Uk Government Primary School,"43 Tonkin Street, Shamshuipo, Kowloon",SHAM SHUI PO,22.33821896,114.1600323,Primary School
S.K.H. Kei Fook Primary School,"555 Cheung Sha Wan Road, Sham Shui Po, Kowloon",SHAM SHUI PO,22.33649342,114.1542082,Primary School
S.K.H. Kei Oi Primary School,"15 Kwong Lee Road, Li Cheng Uk, Kowloon",SHAM SHUI PO,22.33947429,114.1607699,Primary School
S.K.H. St. Andrew's Primary School,"No. 3 Hoi Lai Street, Shamshuipo, Kowloon",SHAM SHUI PO,22.33075792,114.1474629,Primary School
S.K.H. St. Thomas' Primary School,"145 Pratas Street, Shamshuipo, Kowloon",SHAM SHUI PO,22.33440788,114.1583728,Primary School
Ying Wa Primary School,"No 3 Ying Wa Street, Shamshuipo, Kowloon",SHAM SHUI PO,22.3304156,114.1525784,Primary School
Chan's Creative School,"New Wing, 71 Boundary Street, Kowloon",SHAM SHUI PO,22.32716635,114.1725161,Primary School
Delia English Primary School & Kindergarten,"84-86 Broadway, Mei Foo Sun Chuen, Kowloon",SHAM SHUI PO,22.33500997,114.1407933,Primary School
Kowloon Rhenish School,"2A Dianthus Road, Yau Yat Chuen, Kowloon",SHAM SHUI PO,22.32966787,114.1755348,Primary School
St. Margaret's Co-edu English Secondary & Primary School,"33 Sham Mong Road, Shamshuipo, Kowloon",SHAM SHUI PO,22.33075864,114.1517727,Primary School
Tak Nga Primary School,"20 Tat Chee Avenue, Yau Yat Chuen, Kowloon",SHAM SHUI PO,22.33062511,114.1753116,Primary School
Tsung Tsin Primary School And Kindergarten,"58 Tai Po Road, Sham Shui Po, Kowloon",SHAM SHUI PO,22.32908063,114.1677307,Primary School
Five Districts Business Welfare Association School,"70 Wing Hong Street, Po On Road, Kowloon",SHAM SHUI PO,22.34101778,114.1545763,Primary School
Lingnan University Alumni Association (Hong Kong) Primary School,"33 Pak Tin Street, Kowloon",SHAM SHUI PO,22.3349955,114.1652162,Primary School
C.C.C. Heep Woh Primary School (Cheung Sha Wan),"18 Tonkin Street, Cheung Sha Wan, Kowloon",SHAM SHUI PO,22.33461554,114.1579651,Primary School
P.L.K. Dr. Jimmy Wong Chi-Ho (Tin Sum Valley) Primary School,"Estate Primary School, Lung Hang Estate, Shatin Area 2A, New Territories ",SHA TIN,22.36795746,114.1777871,Primary School
C.U.H.K. F.A.A. Thomas Cheung School,"Ka Tin Court, Hin Keng Estate, Shatin, N.T.",SHA TIN,22.36078715,114.1724763,Primary School
